"ID","Comments_ID","Language","Description"
"226","240","DE","Der ""Hessenkarrenweg"" war die Route für den Karrenverkehr zwischen Braunschweig und Lüneburg. Ein Frachtweg für Frachtwagen verlief auf manchen Strecken östlich dieser Route."
"228","242","DE","Der Frachtweg für schwere Frachtwagen zwischen Braunschweig und Lüneburg verlief östlich des Hessenkarrenweges an manchen Teilen der Route."
"230","244","DE","Die Strecke zwischen Bienenbüttel und Oldenstadt/Uelzen über Medingen und Jastorf war als Winter-Frachtweg bekannt, weil sie in Gegensatz zu dem westlicher gelegenen Sommerweg zu allen Jahreszeiten benutzt werden konnte."
"232","246","DE","Die Straße zwischen Bienenbüttel und Uelzen über Seedorf war als Sommer-Frachtweg bekannt, weil sie nur bei trockenem Wetter benutzt werden konnte, in Gegensatz zu dem Winterweg über Jastorf."
"234","248","NL","In 1640 verkregen de steden Leeuwarden, Franeker en Harlingen een octrooi om langs de reeds bestaande vaarten tussen de drie steden een trekpad aan te leggen. In 1646 verkeerde de eerste trekschuiten op deze route; dagelijks waren het er vijf in beide richtingen. Passagiers betaalden 12 penningen per afgelegde mijl, voor voetgangers gold een tol van acht penningen de mijl."
"236","250","NL","In 1648 werd een trekvaart tussen Leeuwarden, Bolsward en Workum aangelegd."
"238","252","NL","De vaarroute tussen Dokkum en Leeuwarden werd in 1647 tot trekvaart met een trekpad uitgebouwd."
"240","254","NL","Het Damsterdiep tussen Groningen en Delfzijl werd in 1648-1650 tot trekvaart omgebouwd."
"242","256","NL","Op Jacob van Deventer's kaart van Sloten (midden 16e eeuw) wordt de weg naar het noordoosten richting Sint Nicolaasga slechts weergegeven als voetpad. Op kaarten uit het midden van de 17e eeuw wordt wel de huidige Spanjaardsdijk als rijweg ingetekend."
"244","258","DE","Von Schifffahrt auf der Oude IJssel ist keine Rede vor dem Jahr 1582, als die Wassermühle bei Keppel, die vorher der Schifffahrt behindert hatte, zerstört wurde. Einer Hafenordnung aus Doesburg 1590 zufolge, fuhren zu der Zeit Schiffe zwischen Doesburg und Doetinchem. 1592 wurden zudem die Bocholter Aa bis Bocholt und die Issel bis Anholt schiffbar gemacht."
"246","258","NL","Van scheepvaart op de Oude IJssel was waarschijnlijk vóór 1582 geen sprake; in dat jaar werd de watermolen bij Keppel, een obstakel voor de scheepvaart, afgebroken. Uit een ordonnantie uit Doesburg uit 1590 blijkt, dat toen scheepvaart tussen Doesburg en Doetinchem plaatsvond. Vanaf 1592 vonden bovendien werkzaamheden plaats om de rivier tot aan Bocholt (Bocholter Aa/Aastrang) en Anholt (Issel) bevaarbaar te maken."
"248","260","NL","Na de Elizabethvloed (1421) was de waterhuishouding in de Hollandse Rijndelta zo grondig veranderd, dat de IJssel langzaam steeds ondieper werd. In de late 16e en 17e eeuw was de rivier zelfs zo ondiep geworden, dat de vele zandbanken en de lage waterstand scheepvaart gedurende grote delen van het jaar onmogelijk maakten."
"250","262","NL","Op de heide tussen Utrecht en Amersfoort werd in 1652 een kaarsrechte, 60m brede nieuwe weg aangelegd: de ""wegh der weegen"". Er schijnt op deze plaats ook een middeleeuwse route te zijn geweest, waarvan het verloop niet meer is vast te stellen."

