"ID","Nodes_ID","Language","Pertains_To","Description"
"1132","3679","DE","settlement","Ursprünglich 860 als ""Hahtho"" (Hatten) genannt, ab 1260/80 als Kirchhatten erwähnt. "
"1134","3688","DE","settlement","Erstmals 1217 erwähnt."
"1136","3694","DE","settlement","In den Corveyer Traditionen (822-836) erstmals erwähnt. Sitz eines fränkischen Königshofes bis zu dessen Auflösung im 13. Jh. Ab 1331 regelmäßig als Weichbild erwähnt; das Weichbildrecht reicht aber wahrscheinlich weiter zurück."
"1138","3709","DE","settlement","Warte in der Hamelner Landwehr (Ersterwähnung 1385) bei Klein Berkel."
"1140","3714","DE","settlement"," Um 1000 erstmals in Plural erwähnt, was darauf hindeutet dass es damals schon um zwei etwas auseinanderliegende Ortschaften handelte, aus denen die heutige Orte Groß- und Klein-Fullen erwachsen sind."
"1142","3720","DE","settlement","Nah Grönau (das heutige Groß Grönau) errichteten Lübecker Bürger nach 1280 ein St. Georgshospital. 1409 wurde eine Kapelle errichtet. Das noch heute existierende Siechenhaus wurde 1479/1480 erbaut. Die Hospitalsiedlung wurde erst in neuerer Zeit in Klein Grönau umbenannt."
"1144","3722","DE","settlement","Um 1000 erstmals erwähnt, dabei wird noch keinen Unterschied zwischen Groß- und Klein-Hesepe gemacht."
"1146","3739","DE","settlement","Ersterwähnung als Besitz des Klosters Fulda im 10. Jh. Der Ort bestand aus zwei Siedlungen, Groß und Klein Nenndorf, wovon letzterer erst separat 1401 erwähnt wird. Beide Orte wurden in neuerer Zeit vereinigt zu Bad Nenndorf."
"1148","3774","DE","settlement","Ersterwähnung im Zeitraum 1055 bis 1080."
"1150","3779","DE","settlement","Großkayna wird 1286 erstmals erwähnt. Kleinkayna wurde 1966 im Zuge des Braunkohletagebaus devastiert."
"1152","3829","DE","settlement","Die Siedlung entstand neben einer Burg. 1334 Flecken. Im 14. Jahrhundert als Städtchen bezeichnet."
"1154","3914","DE","settlement","Der Ort findet Erwähnung in einer Stiftungsurkunde des Klosters st. Marienstern. Um 1200 wurde eine Burg durch die Herren von Kamenz errichtet, die als Zollstelle diente."
"1156","3921","DE","settlement","1135 wandelte Kaiser Lothar III. ein im frühen 11. Jh. gegründetes Kanonissenstift in ein Benediktinerkloster mit Stiftskirche um, an dem die Siedlung Lutter entstand. Eine herzögliche Wasserburg entstand um 1200. Die Hinzufügung Königs- ist seit dem 14. Jh. nachweisbar."
"1158","3934","DE","settlement","König Heinrich II. schenkt Könnern, vorher Zubehör der Grafschaft Alsleben, dem Erzbistum Magdeburg."
"1160","3960","DE","settlement","Ursprünglich eine Wasserburg der Herren von Diepholz aus dem 11. Jh., urkundlich allerdings erst ab 1369 belegt. Mitte des 16. Jahrhunderts, unter Herzog Christian Ludwig von Braunschweig-Lüneburg, werden die Fleckenrechte bestätigt."
"1162","3973","DE","settlement","Der Ort geht aus einer slawischen Siedlung hervor. Seit Mitte des 12. Jahrhunderts existierte eine Holzbrücke über die Saale."
"1164","3990","DE","settlement","1115 Nennung des Ortes als ""oppidum"" Köthen, in dessen Nähe eine Schlacht gegen die Slawen stattfand. Von 1180 - 1212 ließ Herzog Bernhard von Sachsen in Köthen Münzen mit der Aufschrift ""kotene civitas"" prägen, was auf einen befestigten Markt hinweist. Von einer frühere slawischen Besiedlung im 8./9. Jahrhundert ist auszugehen. Ab 1396 lässt sich sicher eine Burg in Köthen belegen."
"1166","4046","DE","settlement","Krempelsdorf war slawischen Ursprungs, noch im 13. Jh. sind hier slawische und deutsche Ortsteile überliefert. Es gelang 1226 an Lübeck. Am Anfang des 15. Jh. bestand der Ort aus zwei Höfen, die Privatbesitz Lübecker Ratsherren waren."
"1168","4156","DE","settlement","Der Ort wird 1220, die Kirche 1286 erstmals erwähnt. Das Dorf gehörte größtenteils dem Heiligen-Geist-Hospital in Lübeck. In Curau wird 1447 ein Krug erwähnt."
"1172","4202","DE","settlement","Der Ort geht vermutlich auf eine fränkische Gründung zurück. Für 1221 ist der Besitz der Grafen von Tecklenburg bezeugt. Eine Kommende des Johanniterordens ist seit 1260 bezeugt (wohl 1245 gestiftet durch Graf Otto von Tecklenburg). Im 14. Jh. wurde das Kloster ein wichtiger Wallfahrtsort. 1811 wurde das Kloster aufgelöst, wobei eine katholische Einrichtung bestehen blieb."
"1174","4203","DE","settlement","1274 ist ein Pfarrer in Lage erwähnt. "
"1176","4213","DE","settlement","Erstmals wurde das Kanonissenstift Lamspringe 872 erwähnt, wenig später zu einem Benediktinerinnenkloster umgewandelt. 1803 wurde es geschlossen. Die zugehörige Siedlung wurde seit 1426 als Flecken/Blek bezeichnet und erhielt 1499 die entsprechenden Privilegien."
"1178","4216","DE","settlement","1178 wurde hier eine Burg gebaut zum Schutz der Heerstraße."
"1180","4218","DE","settlement","Um 1200 wurde der Ort erstmals erwähnt, die Familie von Landesbergen schon um 1160."
"1182","4222","DE","settlement","Erstgenannt in einer Schenkungsurkunde von Otto I. an das Moritzkloster in Magdeburg als ""civitas holm"" (MGH DD O I, nr. 231, S. 316f.). 1170 - 1186 wird die Burg zu Landsberg erbaut, zu der sich eine Siedlung entwickelt."
"1184","4231","DE","settlement","Die Siedlung wird erstmals um 1016 erwähnt."
"1186","4234","DE","settlement","Bezeugt ist ein Burgward und ein nahegelegenes Straßendorf. 1505, als Langenberg bereits Marktflecken war, erhielt es sein ertses Ortsrecht. Zur Stadt erhoben wurde Langenberg erst 1933. "
"1188","4246","DE","settlement","Erstmals 1283 erwähnt."
"1190","4249","DE","settlement","Erwähnung im Breviarum sancti Lulli aus dem 9. Jahrhundert. Überlieferung der Dryburg der Herren von Salza, die den Flussübergang an der Kreuzung der Straßen von Gotha nach Mühlhausen und von Eisenach nach Tennstedt sicherte."
"1192","4258","DE","settlement","Erstmals 1218/1220 erwähnt. "
"1194","4260","DE","settlement","Errichtung einer Burg durch den Erzbischof von Bremen um 1222; 1226 erstmals erwähnt."
"1196","4272","DE","settlement","Die Ersterwähnung 1174-1195 betrifft einen Wald, aber sie ist sehr wahrscheinlich mit der Siedlung in Verbindung zu bringen."
"1198","4274","DE","settlement","1223 wird das Kirchspiel Lastrup erstmals erwähnt, die Bauernschaft bestand jedoch schon früher. "
"1200","4275","DE","settlement","Ersterwähnung 1222. Eine Erwähnung des Ortes ""Lofurdi"" in einem Güterverzeichnis des Klosters Corvey 822 bezieht sich wahrscheinlich eher auf Lafferde bei Peine."
"1202","4277","DE","settlement","Im Hersfelder Zehntregister um 899 erstmals erwähnt.1519 Flecken. Der Ort erhielt im Laufe des 14. und 15. Jhs. mehrere Privilegien, wie zum Beispiel das Gerichtsprivileg 1519. 1608 wurden Weichbildrechte durch Johann Georg von Merseburg bestätigt."
"1204","4278","DE","settlement","Die Burg Lauenburg wurde 1181/1182 vom Herzog Bernhard I. von Askanien errichtet. Nach 1227 entstand eine Siedlung bei der Burg."
"1206","4280","DE","settlement","Lauenförde entstand neben einer Burg, erstmals erwähnt 1348. Die Siedlung wird 1447 als Flecken, im 16. Jh. wieder als Dorf bezeichnet."
"1208","4282","DE","settlement","Eine Burg der Wettiner ist seit 1241 bezeugt. In der Nähe zur Burg entwickelte sich das suburbium. Dieses wurde 1340 mit Marktrechten und stadtähnlichen Rechten ausgestattet."
"1210","4309","DE","settlement","Gründung einer Missionskirche durch Liudger um 790. Hierbei entstand ein Marktflecken. Eine Fleckensordnung ist aus dem Jahre 1585 bekannt und der Ort hatte städtische Merkmale, obwohl eine Stadtrechtverleihung erst 1823 stattfand."
"1212","4310","DE","settlement","Der Häuptling Focko Ukena errichtete hier um 1420 eine Burg, die 1431 zerstört wurde, 1432 errichtete Hamburg eine neue Burg zur Sicherung der Handelswege gegen Seeräuber. Die Burg gelangte später in die Hände der Cirksenas und wurde Administrationssitz des Amtes. Von 1611 bis 1744 wurde die Festung durch niederländische Truppen besetzt."
"1214","4323","DE","settlement","Erstmals genannt im 8./9. Jahrhundert."
"1216","4324","DE","settlement","Erstmals 1147 als ""villa Lereht"" erwähnt. "
"1218","4332","DE","settlement","Spätestens im 16. Jh. wüst gefallen; 1579 wird die Kirche zum letzten Mal erwähnt."
"1220","4333","DE","settlement","973 bei einem Tausch von Besitztümern zwischen dem Kloster Fulda und dem Erzbistum Magdeburg erwähnt. (MGH OII no. 64, S. 74-77) Schon früher im Hersfelder Zehntverzeichnis erwähnt."
"1222","4337","DE","settlement","Entstanden als Siedlung bei einer ursprünglich slavischen Burg im 10. und 11. Jh. Die Siedlung wurde an den frühen Handelsstrecken Hohe Straße und via imperii / Salzstraße angelegt, wodurch sie schon früh Bedeutung im Handel erhielt. 1050 entwickelt sie sich zu einem Burgwardmittelpunkt."
"1224","4339","DE","settlement","Burg und Burgward des 10./11. Jahrhunderts."
"1226","4350","DE","settlement","Um 1275 wurde eine Burg durch den Herrn von Diepholz errichtet, die 1305 erstmals erwähnt wird."
"1228","4352","DE","settlement","Eine Burg in Lemförde wird erstmals 1316 erwähnt, ist aber möglich bereits 1248 entstanden. Eine Urkunde aus 1349 nennt Lemförde erstmals nicht ausdrücklich als Burg, was darauf deuten kann, dass zu der Zeit eine bedeutende Siedlung bei der Burg entstanden war. 1427 erlangte Lemförde Weichbildrechte. Der Ort wurde 1457 als ""wigbold"", 1530 als ""Flekken"" und 1624 als ""Städtlein"" bezeichnet."
"1230","4353","DE","settlement","'Limga' erstmals 1005 als Flurname erwähnt, der die spätere Siedlung umgab."
"1234","4388","DE","settlement","Aufgrund von archäologischen Funden kann die Errichtung der Burg in die erste Hälfte des 15. Jahrhunderts datiert werden. Herbord von Dorgeloh wird 1471 erstmals als ein Bewohner der Burg erwähnt. "
"1236","4421","DE","settlement","Ersterwähnung von Freden um 1226. Die Siedlung unterhalb der Burg Lichtenberg bestand aus zwei Teilen, Nieder- und Oberfreden, ersterer wird separat erstmals um 1274 erwähnt. 1856/57 wurden beide Dörfer mit Lichtenberg unter dem letzen Namen zusammengefügt."
"1238","4424","DE","settlement","Eine Kirche und eine Burg, in deren Schutz sich die Siedlung entwickelte, wurden im 13. Jahrhundert genannt, wobei zu vermuten ist, dass die Burg und das Dörfchen schon im 12. Jahrhundert existierten. "
"1240","4431","DE","settlement","Unter Bischof Siegfried von Hildesheim wurde 1292 der Bau einer Burg Liebenburg bei der Siedlung Lewe begonnen. 1523 kam die Burg in Besitz der Herzöge von Braunschweig-Wolfenbüttel."
"1244","4456","DE","settlement","Um 1322 wurde durch Bischof Otto II. von Hildesheim auf einer älteren Anlage eine Burg erbaut. 1496 wurde die Siedlung als Flecken (""oppidum"") erwähnt."
"1246","4459","DE","settlement","Erstmals 1007 erwähnt. Anhand archäologischer Funde ist eine Siedlung schon im 1. bis 4. Jh. anzunehmen."
"1248","4475","DE","settlement","Lingen entstand an einer Emsfurt beim heutigen Altenlingen. Der Ort wird 1150 erstmals als ""Aldenlingen"" erwähnt, was daraus schließen lässt dass zu dieser Zeit der Schwerpunkt der Siedlung schon zum neuen Lingen weiter südlich verschoben war. Eine Ersterwähnung 975 als ""Liinga/Linga"" ist sehr fragwürdig."
"1250","4483","DE","settlement","1203 wurde die Siedlung als Villa bezeichnet. Herzog Erich von Calenberg baute im 16. Jahrhundert ein Jagdschloss in einem davor bereits bestehendem Jägerlager."
"1252","4484","DE","settlement","Ersterwähnung im 8./9. Jahrhundert"
"1254","4494","DE","settlement","1189 erstmals erwähnt. Jedoch geht der Name der Siedlung vermutlich auf eine 'borch' (Burg) am Fluss Lippe zurück. 1347 wurde dort eine Burg erbaut, zuvor muss jedoch eine Ältere bestanden haben. "
"1256","4525","DE","settlement","Im 10. Jh. war die Siedlung Burgwardshauptort, um den sich das Dorf entwickelte."
"1258","4526","DE","settlement","Die Burg wurde womöglich von den Loddeburger Herren gegründet. Weichbildrechte im 13. Jahrhundert erhalten."
"1260","4532","DE","settlement","Die Siedlung entwickelte sich in der Nähe zur Burg mit Burgward, die als Sicherung des Ehleüberganges gebaut wurde. 1246 wird der Ort als oppidum bezeichnet. "
"1264","4541","DE","settlement","Ersterwähnung im 10. Jahrhundert."
"1266","4544","DE","settlement","Bei der erstmaligen Erwähnung wurden sieben grundherrenfreie Bauern genannt."
"1270","4566","DE","settlement","Die Siedlung wurde 1149 erstmals als Corveyer Meierhof erwähnt. Vermutlich existierte die Kirche St. Vitus bereits im 9. Jahrhundert. Die Siedlung wuchs später zum Wiek oder Minderstadt im 14. Jh."
"1272","4597","DE","settlement","Der Ort entstand aus einer sächsischen Siedlung und wurde 775 erwähnt."
"1274","4603","DE","settlement","Ersterwähnung 956. 1450 bestand das Dorf aus 7 Höfen."
"1276","4604","DE","settlement","Etwas flussabwärts der heutigen Altstadt gab es seit dem 9. Jh. die slawische Siedlung Alt Lübeck, wo sich deutsche Kaufleute niederließen. Nach der Zerstörung von Alt Lübeck 1138 siedelten sie sich auf der Bucu-Halbinsel an, wo 1143 eine Stadt gegründet wurde."
"1278","4622","DE","settlement","Burg eines unbestimmten Alters. 1144 wird erstmals ein Graf von Lüchow genannt, 1158 dann die Siedlung selbst."
"1280","4623","DE","settlement","Der Ort bestand seit dem 9. Jh. (erstmals zwischen 826 und 876 erwähnt), wurde aber im 15. Jh. aufgegeben. Die Kirche des Ortes, dem hl. Stephan gewidmet, blieb stehen und wurde 1596 als St. Peregrinus erneuert, dann 1829 abgerissen."
"1282","4647","DE","settlement","1117 wurde die Kirche von Lühnde erwähnt."
"1284","4652","DE","settlement","Das Benediktinerinnenkloster Lüne wurde 1171 durch Hildeswidis von Markboldestorp unter der Obhut des Benediktinerklosters St. Michaelis in Lüneburg gegründet. 1573 wurde das Kloster ein evangelisches Damenstift."
"1286","4653","DE","settlement","Ein Ort names Hliuni wird erstmals 795 erwähnt. 951 ist die Gründung eines castrums erwähnt, bei der eine Siedlung lag. Ein Michaeliskloster ist ebenfalls in ottonischer Zeit vor 956 belegt, zusammen mit der Saline, die jahrhundertelang die wirtschaftliche Grundlage Lüneburgs bildete. "
"1288","4678","DE","settlement","Erstmals erwähnt um 1000 als ""Lutterun"". Eine Burg des Hildesheimer Bischofs existierte wahrscheinlich bereits um diese Zeit, und sie war durch die Jahrhunderte ein ständiges Kampfobjekt zwischen den Bischöfen und den Herzögen von Braunschweig-Lüneburg. Letzterer erwarb die Burg 1523 endgültig und machte sie zu einem Amtssitz; die zugehörige Siedlung wurde ein Flecken."
"1290","4683","DE","settlement","Die ursprünglich wendische Siedlung, die sich im Zuge des Baus einer deutschen Burg im 13. Jahrhundert zu einem Marktflecken entwickelte. Wann der Ort Stadtrechte bekam, ist unbekannt."
"1292","4702","DE","settlement","Zwischen 826 und 876 erstmals erwähnt."
"1294","4705","DE","settlement","Erwähnung einer von König Karl errichteten Burganlage 805 im Diedenhofer Kapitular (MGH LLI 133, §7). Schon früher ein Handelsstützpunkt mit ostelbischen Slaven."
"1296","4709","DE","settlement","Erstmals zwischen 1132 und 1141 erwähnt."
"1298","4742","DE","settlement","Ging durch einen Tausch von Besitztümern aus dem Besitz des Klosters Fulda an das Erzbistum Magdeburg über (MGH OII no. 64, S. 74-77). Diese Urkunde bezieht sich allerdings wahrscheinlich auf Klostermansfeld, das den Großteil der Flur in der Umgebung hielt."
"1300","4753","DE","settlement","Die Bergstadt wurde 1521 neben dem Dorf Schletten neu angelegt."
"1302","4757","DE","settlement","Der Bischof von Hildesheim errichtete 1346-1349 eine Burg."
"1304","4761","DE","settlement","Marienhafe wird im Brokmerrecht von 1300 als 'wic' bezeichnet, eine Siedlung mit besonderem rechtlichen Schutz während Markzeiten. Die Kirche stammt aus dem 13. Jh. Der Ort hatte ab spätestens 1362 einen Zugang zum Meer, der jedoch später wieder verlandete."
"1308","4777","DE","settlement","Bei der Siedlung Oldendorf, deren Kirche erstmals 1142 erwähnt wird, wurde im 13. Jh. am gegenüberliegenden Ufer der Ilme eine Marktsiedlung gegründet, Markoldendorf genannt. Die Gerichtstätte wurde vor 1395 von Oldendorf nach Markoldendorf verlegt, wo das Landgericht noch am Ende des 16. Jh. gehalten wurde. Markoldendorf wurde 1437 zu einem Flecken erhoben und befestigt."
"1310","4779","DE","settlement","Der Ort wurde in der Nähe der mittelalterlichen Siedlung ""Altranstädt"" um 1170/80 angelegt."
"1312","4823","DE","settlement","Ursprünglich hieß der Ort Zellensen, erstmals 1252 erwähnt. Nachdem das Zisterzienserinnenkloster Medingen 1336 von Altenmedingen hierhin umgezogen war, nahm der Ort den Namen des Klosters an. Das Klosterbesitz bestand aus Länder - vor allem um Altmedingen - sowie Anteile der Lüneburger Saline. 1554 wurde das Kloster in ein evangelisches Damenstift umgewandelt."
"1314","4827","DE","settlement","Burg und Burgsiedlung des 12. Jahrhunderts. Im 15. Jahrhundert Marktsiedlung."
"1316","4845","DE","settlement","Um 980-982 erstmals erwähnt. "
"1318","4850","DE","settlement","Im 11. Jahrhundert war Meiningen Reichsgut und Königshof mit einer Wasserburg."
"1320","4853","DE","settlement","Im 10. Jahrhundert wurde eine deutsche Reichsburg errichtete, zu deren Füßen sich eine Wasserburg und eine zugehörige Siedlung entwickelten. Seit 968 Bistumssitz."
"1322","4860","DE","settlement","1169 erstmals genannt und 1350 als ""oppidum"" erwähnt. 1443 erhielt der Ort das Wigbold- und Marktrecht."
"1324","4881","DE","settlement","Zentrum für die Mission des Emslandes, 834 im Besitz des Klosters Corvey. Vermutlich wurde es aber schon vor 793 gegründet. Der Ort bekam 945 Zoll- und Münz-, 946 Marktrecht."
"1326","4891","DE","settlement","Erste Erwähnung der Siedlung im Hersfelder Zehntverzeichnis (HZV A 212, HZV B 243). Im 10. Jahrhundert wird Merseburg Königspfalz und 968 zum Bischofssitz."
"1328","4897","DE","settlement","Erstmals urkundlich erwähnt 977 und womöglich auf eine fränkische Gründung zurück zu führen. "
"1330","4905","DE","settlement","Erstmals zwischen 115 und 1159 erwähnt. "
"1332","4958","DE","settlement","Fischer- und Schiffersiedlung an einer Weserfurt, daneben wurde um 800 ein Bischofssitz durch Karl den Großen gegründet. 977 wurde der Siedlung das Zoll-, Markt- und Münzrecht verliehen. "
"1334","4972","DE","settlement","Erwähnungen im Hersfelder Zehntverzeichnis und im Breviarium sancti Lulli aus dem 9. Jh. Wichtige, überregionale Gerichtsstätte bis 1346."
"1336","4988","DE","settlement","Ersterwähnung unter denjenigen Orten, deren Zehnter bei der Gründung des Bistums Brandenburg an das Moritzkloster in Magdeburg abzugeben waren. Burg und Burgward des 10. Jahrhunderts, in dessen Nähe eine bäuerliche Siedlung entstand."
"1338","5053","DE","settlement","Um 1280 besteht die Siedlung aus einem einzelnen Hof. "
"1340","5092","DE","settlement","Otto II. urkundet 967 in Mühlhausen (MGH DD OII, nr. 13, S. 20f.). In Mühlhausen bestand eine Königs- bzw. Kaiserpfalz, die jedoch 1256 zerstört wurde."
"1342","5107","DE","settlement","Es handelte sich bei dem Ort womöglich um eine Außenstelle des Klosters Walkenried."
"1344","5113","DE","settlement","Die Gründung Münster fand im Kontext der Missionierung durch St. Liudger statt. Gründung eines Klosters 793, eines Bistums 799. Die Siedlung wird erstmals 819 namentlich erwähnt. Neben dem Dom entwickelte sich eine Marktsiedlung."
"1346","5127","DE","settlement","Um 1200 wurde die Burg errichtet. Eine Burgsiedlung entstand im 12./13. Jahrhundert."
"1348","5158","DE","settlement","Warte in der Osnabrücker Landwehr. Die Landwehr wurde 1347 errichtet, der Turm selbst wird erstmals 1383 erwähnt, und wurde auch ""neue Pforte"" genannt. Der Name ist möglicherweise daraus zu erklären, dass als Wartturm zunächst das Steinwerk am südlicher gelegenen Bärenteich benutzt wurde, der 1353 in städtische Hände überging."
"1350","5165","DE","settlement","Eine Burg der Ekkehardiner, welche um 1000 erbaut wurde und als Bischofssitz diente, bildete den Ursprung der städtischen Entwicklung."
"1352","5188","DE","settlement","Das Dorf war im 15. Jahrhundert eine Wüstung, wurde ab 1490 wieder besiedelt."
"1354","5207","DE","settlement","Ersterwähnung 1234. "
"1356","5239","DE","settlement","Im Zusammenhang mit dem Sattelpass 1775 angelegte Ortschaft."
"1358","5249","DE","settlement","Der Ort wird 1212 erstmals erwähnt. Eine Kirche wird 1261 genannt. "
"1360","5250","DE","settlement","1328 wird die Wasserburg Dinkelrode erstmals erwähnt, in deren Schutz sich eine Siedlung entwickelte."
"1362","5255","DE","settlement","Erstmals zwischen 1022 und 1032 als 'Snetwinkel' erwähnt."
"1364","5275","DE","settlement","Die Siedlung fiel wüst und kam 1248 in den Besitz des Klosters Walkenried, welches den Ort als Wirtschaftshof nutzte und wiederbesiedelte."
"1366","5286","DE","settlement","1286 zog das Benedikterinnenkloster in Neuenkirchen (1274 gegründet) nach Bredenbek, das darauf nach dem Kloster genant wurde. Der Konvent wechselte zur Zisterziensertracht, aber lebte weiterhin nach der Benediktsregel. 1499 wurde das Kloster niedergebrannt, jedoch 1519 wieder aufgebaut. Katholisch geblieben während der Reformation, starb das Kloster nach der schwedischen Eroberung 1645 bis 1705 aus."
"1368","5306","DE","settlement","Erstmalige Erwähnung des Ortes 1489."
"1370","5307","DE","settlement","Die Grafen von Wölpe gründeten um 1215 eine Burg, an der die Siedlung entstand."
"1372","5312","DE","settlement","1248 als Markt belegt, vermutlich erst durch Anschluss durch einen vor 1162 angelegten Knüppeldamm von Sonneberg über Hönbach als Marktort in Frage gekommen. "
"1374","5318","DE","settlement","Eine Burg wurde 1307 vom Hildesheimer Bischof und der Stadt Goslar erworben; die Siedlung entwickelte sich wahrscheinlich infolge dessen. 1368 wurden die Burg und die Siedlung zerstört. Es blieb nur der Grenzkrug Wallmerhol bestehen. Die Siedlung wurde im 16. Jh. wieder besiedelt."
"1376","5351","DE","settlement","Eine feste Ersterwähnung ist von 1536 belegt. Es ist jedoch möglich, dass ein Beleg von 1297 ebenfalls zu Niederbergheim gezählt werden kann."
"1378","5395","DE","settlement","Erstmals 1142 erwähnt. "
"1380","5397","DE","settlement","975 als Burgwardmittelpunkt bezeugt. Ebenfalls 975 Verlegung des Klosters Thankmarsfelde nach Nienburg. Im frühen Mittelalter bereits eine wichtige Straßenetappe zwischen Magdeburg und Halle."
"1382","5398","DE","settlement","Eine Burg des Bischofs von Minden am Weserübergang wird im 11. Jh. erstmals erwähnt, 1215-1582 Residenz der Grafen von von Hoya."
"1386","5453","DE","settlement","Der Ort Norden entstand aus dem Zusammenschluß der zwei Bauernschaften Ekel und Lintel die erstmals 785 erwähnt wurden."
"1388","5457","DE","settlement","Der Ort Goltern, der in Groß- und Nordgoltern unterteilt war, wird erstmals 1160 erwähnt, die Teilsiedlung Nordgoltern separat erst 1320."
"1390","5460","DE","settlement","Erste Erwähnungen 927 und 929 beziehen sich auf die luidolfingische Burganlage in der Nähe des heutigen Doms. Die Frühmittelalterliche Siedlung befand sich weit Abseits aller natürlichen Verkehrslinien. Standort eines karolingisch-ottonischen Königshofes. Bereits Mitte des 10. Jahrhunderts entwickelt sich eine Marktsiedlung in unmittelbarer Nähe."
"1392","5461","DE","settlement","Das alte Dorf Nordhorn, das heutige Altendorf, geht vielleicht auf eine Missionszelle aus dem 9. Jh. zurück. 1319 entstand hier ein Gogericht."
"1394","5470","DE","settlement","Ein Ritter namens Petrus de Noßin wird 1185 erwähnt. Das Dorf findet erst 1264 Erwähnung. Zudem deutsche Burg mit anschließender Burgsiedlung. 1430 kam die Burg und das ""Städtlein"" in Besitz des Klosters Altzella. Stadtrechte wurden wohl 1664 verliehen. "
"1396","5530","DE","settlement","Die langgestreckte Siedlung Langen, um 1000 erstmals erwähnt, war in Ober- und Niederlangen verteilt."
"1398","5531","DE","settlement","Die Siedlung bestand wohl schon im 9. Jahrhundert an einer Furt. 1225 wird der Ort als Saalfeldischer Besitz erwähnt. Das Stadtrecht wurde erst 1931 verliehen."
"1400","5533","DE","settlement","Um 1100 wurde das herrenlose Waldgebiet besiedelt. Der Lokator erbaute einen Hof, welches später bis 1273 als Rittergut fungierte. Stadtrechte erwarb der Ort erst 1936."
"1402","5547","DE","settlement","Nennung im Hersfelder Zehntverzeichnis aus dem 2. Drittel 9. Jh. Angeblich Stiftung eines Benediktinerklsoters 1117, sicher taucht jedoch 1319 ein Zisterzienserinnenkloster auf. Zerstörung des Klosters im Bauernkrieg."
"1404","5553","DE","settlement","Die Siedlung Sickte ist erstmals 888 erwähnt und war in die beiden Ortsteile Ober- und Niedersickte verteilt; Obersickte ist erstmals 1308 separat erwähnt."
"1406","5567","DE","settlement","Um 1132 erstmals erwähnt"
"1408","5568","DE","settlement","Erstmals 1134 erwähnt. "
"1410","5579","DE","settlement","Erstnennung wohl zwischen 1014 und 1037. Mehrere Besfestigungen gegen die slawische Besiedlung errichtet. Anfang des 11. Jahrhunderts war die Siedlung im Besitz des Klosters Corvey."
"1412","5581","DE","settlement","Erstmals 1125 erwähnt."
"1414","5582","DE","settlement","Vermutlich siedelten Bauern und Bergleute dort schon um 1180. Der dortige Bergbau soll wohl schon um 1216 urkundlich erwähnt sein. "
"1416","5591","DE","settlement","Die Siedlung konzentrierte sich um die Burg Voitsberg, welche 1240 errichtet wurde. Der Ort besaß wohl schon seit seiner Gründung Marktrecht. "
"1418","5595","DE","settlement","Zwischen 836 und 891 erstmals urkundlich erwähnt."
"1420","5612","DE","settlement","Siedlung an einer bedeutsamen Okerfurt, erstmals in den fränkischen Reichsannalen 747 erwähnt."
"1422","5616","DE","settlement","Schon seit dem 10. Jh. wurde am Rammelsberg gelegentlich Bergbau betrieben. 1527 wurden die bestehenden Hütten durch den Herzog von Braunschweig-Lüneburg zu der Frau Marien Saigerhütte zusammengefügt, nebenbei enstand eine Siedlung der vorher wandernden Hüttenleute. Ein Wartturm der Goslarer Landwehr, der Okerturm, wird erstmals 1530 erwähnt."
"1424","5623","DE","settlement","Um 1150 Sitz der Grafen von Oldenburg."
"1426","5628","DE","settlement","Der Verdener Bischof Bruno gründete vor 973 ein Kanonissenstift, an dem eine Siedlung entstand. 1133/37 wurde dieses Kloster von Mönchen aus dem Kloster Corvey zu einem Benediktinerkloster umgewandelt. Um 1260 wurde die Siedlung 2 km weiter an das Westufer der Ilmenau verlegt und wurde da zur Stadt Uelzen. Das Kloster blieb im alten Ort und wurde als Oldenstadt bekannt. Es war im Besitz von mehreren Gütern in und um Uelzen sowie Anteile an der Lüneburger Saline. Das Kloster wurde nach der Reformation 1529 aufgelöst."
"1428","5633","DE","settlement","Erstmals urkundlich erwähnt in einer Gründungsurkunde eines Benediktinerklosters durch Kunigunde von Weimar-Orlamünde. Der Ort ist aber vermutlich älter. Im 13. Jahrhundert (1245, 1255) gelegentlich als Stadt bezeichnet, nie über den Status eines Marktfleckens herausgewachsen."
"1430","5683","DE","settlement","Die Siedlung entstand im 11. Jahrhundert bei der Burg der Grafen von Weimar-Orlamünde. "
"1432","5688","DE","settlement","Ein Siegel des 13. Jhs. ist erhalten. Entwicklung zum Marktflecken. "
"1434","5692","DE","settlement","Vor 929 Burgsiedlung und Burgwall, welcher später zum Herrensitz wurde. Um 1150 wurde der Altmarkt angelegt. "
"1436","5702","DE","settlement","Erstmals um 860 erwähnt."
"1438","5704","DE","settlement","Erstmals um 772 erwähnt. Wahrscheinlich wurde 787 der Dom geweiht, der zu einem durch Karl dem Großen gegründeten Bischofssitz gehörte. 1002 erhielt die zugehörige Kaufmannssiedlung das Markt-, Zoll- und Münzrecht. "
"1440","5714","DE","settlement","Der Ort gehörte ursprünglich zu Bevern, bis sich das Kirchspiel um die Mitte des 13. Jahrhunderts in Ost- und Westbevern teilte. Erstmals erwähnt wurde Ostbevern 1279."
"1442","5715","DE","settlement","Die Kirche in Osteel wurde zwischen 1260 und 1285 erbaut. Der Ort wird urkundlich erstmals 1387 erwähnt."
"1444","5724","DE","settlement","Slawische Vorbesiedlung. Im 10. Jahrhundert vermutlich eine Burgsiedlung. 1196 wird Besitz in Osterburg an den Erzbischof von Magdeburg übergeben."
